image,label,race,gender
CF437.jpg,0.4999998660714166,caucasian,female
AM1384.jpg,0.38839289182079395,asian,male
AM1234.jpg,0.3035713663903005,asian,male
AM1774.jpg,0.7321428332270387,asian,male
CF215.jpg,0.5401784410873608,caucasian,female
AF1899.jpg,0.5089286168686264,asian,female
AM704.jpg,0.3928569993622321,asian,male
AM1172.jpg,0.33482145846620165,asian,male
CM434.jpg,0.5401784410873608,caucasian,male
CF228.jpg,0.4642856664540774,caucasian,female
AF1179.jpg,0.781249891183026,asian,female
AF64.jpg,0.3437499414062447,asian,female
AM230.jpg,0.3303570830675967,asian,male
AF734.jpg,0.5178570998086697,asian,female
AF280.jpg,0.41964271603952824,asian,female
AF1705.jpg,0.5669641577646569,asian,female
CF54.jpg,0.383928516422189,caucasian,female
AM1931.jpg,0.7544641745057299,asian,male
CM126.jpg,0.4999998660714166,caucasian,male
AM550.jpg,0.38839289182079395,asian,male
AF915.jpg,0.5758929085618668,asian,female
AM765.jpg,0.4553571835140343,asian,male
AF1934.jpg,0.383928516422189,asian,female
AM1090.jpg,0.30803574178890547,asian,male
AF1142.jpg,0.44196432517538614,asian,female
AF1883.jpg,0.5669641577646569,asian,female
AM1923.jpg,0.37946414102358406,asian,male
AF1649.jpg,0.607142732780601,asian,female
CF23.jpg,0.8437500753348283,caucasian,female
AF505.jpg,0.4464284327168244,asian,female
CF318.jpg,0.383928516422189,caucasian,female
AF791.jpg,0.4464284327168244,asian,female
AM346.jpg,0.41964271603952824,asian,male
AM1898.jpg,0.40178575015944196,asian,male
AM1247.jpg,0.2901785080516525,asian,male
AF1544.jpg,0.5401784410873608,asian,female
AF1217.jpg,0.5892857669005149,asian,female
CM261.jpg,0.44196432517538614,caucasian,male
AM486.jpg,0.37500003348214583,asian,male
AM673.jpg,0.5044642414700216,asian,male
CM704.jpg,0.4776785247927254,caucasian,male
CF173.jpg,0.43303557437817625,caucasian,female
AF538.jpg,0.5669641577646569,asian,female
CF600.jpg,0.8526785582748713,caucasian,female
CF254.jpg,0.5223214752072746,caucasian,female
CM381.jpg,0.5267855827487128,caucasian,male
AM1224.jpg,0.4062498577008801,asian,male
AM617.jpg,0.30803574178890547,asian,male
AF1549.jpg,0.4910713831313735,asian,female
AM236.jpg,0.1919641242825111,asian,male
AM1654.jpg,0.6741070244738414,asian,male
CF339.jpg,0.58482139150191,caucasian,female
AM483.jpg,0.27232127431439945,asian,male
AF1889.jpg,0.7544641745057299,asian,female
AF1960.jpg,0.36607128268493594,asian,female
CM173.jpg,0.6160714835778109,caucasian,male
CF357.jpg,0.5401784410873608,caucasian,female
AM1574.jpg,0.6339284494578973,asian,male
AM240.jpg,0.8080356078603221,asian,male
AM646.jpg,0.30803574178890547,asian,male
AF176.jpg,0.29464288345025746,asian,female
AF200.jpg,0.35267842434628793,asian,female
AF811.jpg,0.37500003348214583,asian,female
CM198.jpg,0.41964271603952824,caucasian,male
AF736.jpg,0.3035713663903005,asian,female
AM1532.jpg,0.45089280811542937,asian,male
AF1013.jpg,0.7500000669642917,asian,female
AM350.jpg,0.3571427997448929,asian,male
AM79.jpg,0.37946414102358406,asian,male
AM850.jpg,0.40178575015944196,asian,male
CM676.jpg,0.8035715003188839,caucasian,male
AF949.jpg,0.47321414939412043,asian,female
AM1657.jpg,0.825892841597575,asian,male
CF113.jpg,0.4910713831313735,caucasian,female
AF49.jpg,0.29910699099169563,asian,female
AM862.jpg,0.3928569993622321,asian,male
CF446.jpg,0.35267842434628793,caucasian,female
AM1430.jpg,0.383928516422189,asian,male
CM708.jpg,0.794642749521674,caucasian,male
AM122.jpg,0.598214249840558,asian,male
AF883.jpg,0.5758929085618668,asian,female
